dham,date,month,day_of_week,day_of_season,is_weekend,is_festival,weather_code,pass_quota_pct,crowd_level
yamunotri,2013-09-07,9,5,130,1,0,1,0.6575,High
gangotri,2013-09-07,9,5,130,1,0,1,0.5672,Medium
kedarnath,2013-09-07,9,5,130,1,0,1,0.6879,High
badrinath,2013-09-07,9,5,130,1,0,1,0.6885,High
yamunotri,2013-09-08,9,6,131,1,0,1,0.8733,Extreme
gangotri,2013-09-08,9,6,131,1,0,1,0.7872,High
kedarnath,2013-09-08,9,6,131,1,0,1,0.6333,Medium
badrinath,2013-09-08,9,6,131,1,0,1,0.7694,High
yamunotri,2013-09-09,9,0,132,0,0,2,0.5278,Medium
gangotri,2013-09-09,9,0,132,0,0,2,0.4518,Medium
kedarnath,2013-09-09,9,0,132,0,0,2,0.4086,Medium
badrinath,2013-09-09,9,0,132,0,0,2,0.5434,Medium
yamunotri,2013-09-10,9,1,133,0,0,1,0.4951,Medium
gangotri,2013-09-10,9,1,133,0,0,1,0.6721,High
kedarnath,2013-09-10,9,1,133,0,0,1,0.4962,Medium
badrinath,2013-09-10,9,1,133,0,0,1,0.6473,Medium
yamunotri,2013-09-11,9,2,134,0,0,1,0.6571,High
gangotri,2013-09-11,9,2,134,0,0,1,0.6683,High
kedarnath,2013-09-11,9,2,134,0,0,1,0.7005,High
badrinath,2013-09-11,9,2,134,0,0,1,0.7887,High
yamunotri,2013-09-12,9,3,135,0,0,2,0.5157,Medium
gangotri,2013-09-12,9,3,135,0,0,1,0.6654,High
kedarnath,2013-09-12,9,3,135,0,0,0,0.2054,Low
badrinath,2013-09-12,9,3,135,0,0,1,0.7873,High
yamunotri,2013-09-13,9,4,136,0,0,2,0.6493,Medium
gangotri,2013-09-13,9,4,136,0,0,2,0.4814,Medium
kedarnath,2013-09-13,9,4,136,0,0,2,0.4136,Medium
badrinath,2013-09-13,9,4,136,0,0,2,0.5169,Medium
yamunotri,2013-09-14,9,5,137,1,0,2,0.8226,High
gangotri,2013-09-14,9,5,137,1,0,2,0.6286,Medium
kedarnath,2013-09-14,9,5,137,1,0,2,0.6604,High
badrinath,2013-09-14,9,5,137,1,0,2,0.6764,High
yamunotri,2013-09-15,9,6,138,1,0,1,0.8334,High
gangotri,2013-09-15,9,6,138,1,0,1,0.692,High
kedarnath,2013-09-15,9,6,138,1,0,1,0.7392,High
badrinath,2013-09-15,9,6,138,1,0,1,0.7932,High
yamunotri,2013-09-16,9,0,139,0,0,1,0.7231,High
gangotri,2013-09-16,9,0,139,0,0,1,0.5856,Medium
kedarnath,2013-09-16,9,0,139,0,0,1,0.5542,Medium
badrinath,2013-09-16,9,0,139,0,0,1,0.7359,High
yamunotri,2013-09-17,9,1,140,0,0,1,0.7537,High
gangotri,2013-09-17,9,1,140,0,0,1,0.6414,Medium
kedarnath,2013-09-17,9,1,140,0,0,1,0.5244,Medium
badrinath,2013-09-17,9,1,140,0,0,1,0.6952,High
yamunotri,2013-09-18,9,2,141,0,0,2,0.6494,Medium
gangotri,2013-09-18,9,2,141,0,0,2,0.6155,Medium
kedarnath,2013-09-18,9,2,141,0,0,2,0.5702,Medium
badrinath,2013-09-18,9,2,141,0,0,2,0.685,High
yamunotri,2013-09-19,9,3,142,0,0,1,0.4617,Medium
gangotri,2013-09-19,9,3,142,0,0,1,0.4695,Medium
kedarnath,2013-09-19,9,3,142,0,0,1,0.4503,Medium
badrinath,2013-09-19,9,3,142,0,0,1,0.7182,High
yamunotri,2013-09-20,9,4,143,0,0,1,0.6917,High
gangotri,2013-09-20,9,4,143,0,0,1,0.6991,High
kedarnath,2013-09-20,9,4,143,0,0,1,0.6292,Medium
badrinath,2013-09-20,9,4,143,0,0,1,0.7654,High
yamunotri,2013-09-21,9,5,144,1,0,1,0.607,Medium
gangotri,2013-09-21,9,5,144,1,0,2,0.8221,High
kedarnath,2013-09-21,9,5,144,1,0,2,0.4962,Medium
badrinath,2013-09-21,9,5,144,1,0,2,0.8181,High
yamunotri,2013-09-22,9,6,145,1,0,1,0.7007,High
gangotri,2013-09-22,9,6,145,1,0,1,0.8147,High
kedarnath,2013-09-22,9,6,145,1,0,1,0.5586,Medium
badrinath,2013-09-22,9,6,145,1,0,1,0.5678,Medium
yamunotri,2013-09-23,9,0,146,0,0,0,0.4325,Medium
gangotri,2013-09-23,9,0,146,0,0,0,0.3752,Low
kedarnath,2013-09-23,9,0,146,0,0,1,0.461,Medium
badrinath,2013-09-23,9,0,146,0,0,0,0.4584,Medium
yamunotri,2013-09-24,9,1,147,0,0,1,0.5712,Medium
gangotri,2013-09-24,9,1,147,0,0,2,0.5515,Medium
kedarnath,2013-09-24,9,1,147,0,0,2,0.4274,Medium
badrinath,2013-09-24,9,1,147,0,0,2,0.5027,Medium
yamunotri,2013-09-25,9,2,148,0,0,1,0.5495,Medium
gangotri,2013-09-25,9,2,148,0,0,2,0.5129,Medium
kedarnath,2013-09-25,9,2,148,0,0,1,0.4898,Medium
badrinath,2013-09-25,9,2,148,0,0,1,0.7867,High
yamunotri,2013-09-26,9,3,149,0,0,2,0.5559,Medium
gangotri,2013-09-26,9,3,149,0,0,2,0.6019,Medium
kedarnath,2013-09-26,9,3,149,0,0,2,0.4735,Medium
badrinath,2013-09-26,9,3,149,0,0,2,0.6586,High
yamunotri,2013-09-27,9,4,150,0,0,2,0.494,Medium
gangotri,2013-09-27,9,4,150,0,0,2,0.6096,Medium
kedarnath,2013-09-27,9,4,150,0,0,2,0.7332,High
badrinath,2013-09-27,9,4,150,0,0,2,0.416,Medium
yamunotri,2013-09-28,9,5,151,1,0,0,0.5726,Medium
gangotri,2013-09-28,9,5,151,1,0,2,0.6596,High
kedarnath,2013-09-28,9,5,151,1,0,2,0.8285,High
badrinath,2013-09-28,9,5,151,1,0,2,0.7602,High
yamunotri,2013-09-29,9,6,152,1,0,1,0.6736,High
gangotri,2013-09-29,9,6,152,1,0,1,0.7203,High
kedarnath,2013-09-29,9,6,152,1,0,1,0.8384,High
badrinath,2013-09-29,9,6,152,1,0,1,0.622,Medium
yamunotri,2013-09-30,9,0,153,0,0,1,0.5011,Medium
gangotri,2013-09-30,9,0,153,0,0,0,0.425,Medium
kedarnath,2013-09-30,9,0,153,0,0,1,0.5278,Medium
badrinath,2013-09-30,9,0,153,0,0,1,0.5451,Medium
yamunotri,2013-10-01,10,1,154,0,1,2,0.7739,High
gangotri,2013-10-01,10,1,154,0,1,1,0.6378,Medium
kedarnath,2013-10-01,10,1,154,0,1,2,0.6124,Medium
badrinath,2013-10-01,10,1,154,0,1,2,0.6195,Medium
yamunotri,2013-10-02,10,2,155,0,0,2,0.5524,Medium
gangotri,2013-10-02,10,2,155,0,0,2,0.6656,High
kedarnath,2013-10-02,10,2,155,0,0,2,0.5306,Medium
badrinath,2013-10-02,10,2,155,0,0,2,0.5123,Medium
yamunotri,2013-10-03,10,3,156,0,0,1,0.5179,Medium
gangotri,2013-10-03,10,3,156,0,0,1,0.7372,High
kedarnath,2013-10-03,10,3,156,0,0,1,0.7644,High
badrinath,2013-10-03,10,3,156,0,0,1,0.7345,High
yamunotri,2013-10-04,10,4,157,0,0,1,0.6806,High
gangotri,2013-10-04,10,4,157,0,0,1,0.5974,Medium
kedarnath,2013-10-04,10,4,157,0,0,1,0.7919,High
badrinath,2013-10-04,10,4,157,0,0,1,0.7426,High
yamunotri,2013-10-05,10,5,158,1,0,0,0.5127,Medium
gangotri,2013-10-05,10,5,158,1,0,0,0.5646,Medium
kedarnath,2013-10-05,10,5,158,1,0,0,0.4946,Medium
badrinath,2013-10-05,10,5,158,1,0,0,0.3314,Low
yamunotri,2013-10-06,10,6,159,1,0,0,0.2815,Low
gangotri,2013-10-06,10,6,159,1,0,0,0.5755,Medium
kedarnath,2013-10-06,10,6,159,1,0,0,0.3789,Low
badrinath,2013-10-06,10,6,159,1,0,0,0.4512,Medium
yamunotri,2013-10-07,10,0,160,0,0,1,0.7881,High
gangotri,2013-10-07,10,0,160,0,0,1,0.5234,Medium
kedarnath,2013-10-07,10,0,160,0,0,1,0.617,Medium
badrinath,2013-10-07,10,0,160,0,0,1,0.7506,High
yamunotri,2013-10-08,10,1,161,0,0,1,0.579,Medium
gangotri,2013-10-08,10,1,161,0,0,1,0.6157,Medium
kedarnath,2013-10-08,10,1,161,0,0,1,0.6676,High
badrinath,2013-10-08,10,1,161,0,0,1,0.7932,High
yamunotri,2013-10-09,10,2,162,0,0,2,0.5389,Medium
gangotri,2013-10-09,10,2,162,0,0,2,0.6096,Medium
kedarnath,2013-10-09,10,2,162,0,0,0,0.2189,Low
badrinath,2013-10-09,10,2,162,0,0,2,0.6779,High
yamunotri,2013-10-10,10,3,163,0,0,2,0.5363,Medium
gangotri,2013-10-10,10,3,163,0,0,2,0.7167,High
kedarnath,2013-10-10,10,3,163,0,0,2,0.4641,Medium
badrinath,2013-10-10,10,3,163,0,0,2,0.6648,High
yamunotri,2013-10-11,10,4,164,0,0,1,0.7838,High
gangotri,2013-10-11,10,4,164,0,0,1,0.7278,High
kedarnath,2013-10-11,10,4,164,0,0,1,0.6843,High
badrinath,2013-10-11,10,4,164,0,0,1,0.5283,Medium
yamunotri,2013-10-12,10,5,165,1,0,2,0.5409,Medium
gangotri,2013-10-12,10,5,165,1,0,1,0.7479,High
kedarnath,2013-10-12,10,5,165,1,0,2,0.5621,Medium
badrinath,2013-10-12,10,5,165,1,0,2,0.5385,Medium
yamunotri,2013-10-13,10,6,166,1,0,1,0.8396,High
gangotri,2013-10-13,10,6,166,1,0,1,0.6119,Medium
kedarnath,2013-10-13,10,6,166,1,0,1,0.7335,High
badrinath,2013-10-13,10,6,166,1,0,1,0.7507,High
yamunotri,2013-10-14,10,0,167,0,0,2,0.5724,Medium
gangotri,2013-10-14,10,0,167,0,0,2,0.5524,Medium
kedarnath,2013-10-14,10,0,167,0,0,2,0.489,Medium
badrinath,2013-10-14,10,0,167,0,0,2,0.7492,High
yamunotri,2013-10-15,10,1,168,0,0,1,0.6238,Medium
gangotri,2013-10-15,10,1,168,0,0,1,0.7982,High
kedarnath,2013-10-15,10,1,168,0,0,1,0.688,High
badrinath,2013-10-15,10,1,168,0,0,1,0.6665,High
yamunotri,2013-10-16,10,2,169,0,0,1,0.587,Medium
gangotri,2013-10-16,10,2,169,0,0,1,0.4835,Medium
kedarnath,2013-10-16,10,2,169,0,0,1,0.7779,High
badrinath,2013-10-16,10,2,169,0,0,1,0.6731,High
yamunotri,2013-10-17,10,3,170,0,0,0,0.2965,Low
gangotri,2013-10-17,10,3,170,0,0,0,0.3888,Low
kedarnath,2013-10-17,10,3,170,0,0,0,0.3347,Low
badrinath,2013-10-17,10,3,170,0,0,0,0.1758,Low
yamunotri,2013-10-18,10,4,171,0,0,0,0.2369,Low
gangotri,2013-10-18,10,4,171,0,0,2,0.6388,Medium
kedarnath,2013-10-18,10,4,171,0,0,2,0.4904,Medium
badrinath,2013-10-18,10,4,171,0,0,1,0.4775,Medium
yamunotri,2013-10-19,10,5,172,1,0,2,0.632,Medium
gangotri,2013-10-19,10,5,172,1,0,2,0.8081,High
kedarnath,2013-10-19,10,5,172,1,0,2,0.5229,Medium
badrinath,2013-10-19,10,5,172,1,0,2,0.5407,Medium
yamunotri,2013-10-20,10,6,173,1,0,1,0.6618,High
gangotri,2013-10-20,10,6,173,1,0,1,0.7473,High
kedarnath,2013-10-20,10,6,173,1,0,1,0.6037,Medium
badrinath,2013-10-20,10,6,173,1,0,1,0.7784,High
yamunotri,2013-10-21,10,0,174,0,0,1,0.4701,Medium
gangotri,2013-10-21,10,0,174,0,0,2,0.4986,Medium
kedarnath,2013-10-21,10,0,174,0,0,2,0.5314,Medium
badrinath,2013-10-21,10,0,174,0,0,2,0.5502,Medium
yamunotri,2013-10-22,10,1,175,0,0,1,0.5783,Medium
gangotri,2013-10-22,10,1,175,0,0,1,0.6946,High
kedarnath,2013-10-22,10,1,175,0,0,1,0.5321,Medium
badrinath,2013-10-22,10,1,175,0,0,1,0.4506,Medium
yamunotri,2013-10-23,10,2,176,0,0,1,0.7529,High
gangotri,2013-10-23,10,2,176,0,0,1,0.5949,Medium
kedarnath,2013-10-23,10,2,176,0,0,1,0.6917,High
badrinath,2013-10-23,10,2,176,0,0,1,0.7897,High
yamunotri,2013-10-24,10,3,177,0,0,2,0.4783,Medium
gangotri,2013-10-24,10,3,177,0,0,2,0.5451,Medium
kedarnath,2013-10-24,10,3,177,0,0,2,0.6486,Medium
badrinath,2013-10-24,10,3,177,0,0,2,0.4921,Medium
yamunotri,2013-10-25,10,4,178,0,0,2,0.7422,High
gangotri,2013-10-25,10,4,178,0,0,2,0.5016,Medium
kedarnath,2013-10-25,10,4,178,0,0,1,0.7059,High
badrinath,2013-10-25,10,4,178,0,0,2,0.4543,Medium
yamunotri,2013-10-26,10,5,179,1,0,1,0.6849,High
gangotri,2013-10-26,10,5,179,1,0,2,0.7544,High
kedarnath,2013-10-26,10,5,179,1,0,1,0.7805,High
badrinath,2013-10-26,10,5,179,1,0,1,0.765,High
yamunotri,2013-10-27,10,6,180,1,0,1,0.768,High
gangotri,2013-10-27,10,6,180,1,0,1,0.8189,High
kedarnath,2013-10-27,10,6,180,1,0,1,0.8396,High
badrinath,2013-10-27,10,6,180,1,0,1,0.7368,High
yamunotri,2013-10-28,10,0,181,0,0,1,0.5602,Medium
gangotri,2013-10-28,10,0,181,0,0,1,0.6083,Medium
kedarnath,2013-10-28,10,0,181,0,0,1,0.7351,High
badrinath,2013-10-28,10,0,181,0,0,1,0.7851,High
yamunotri,2013-10-29,10,1,182,0,0,2,0.6309,Medium
gangotri,2013-10-29,10,1,182,0,0,1,0.6855,High
kedarnath,2013-10-29,10,1,182,0,0,1,0.6378,Medium
badrinath,2013-10-29,10,1,182,0,0,1,0.4673,Medium
yamunotri,2013-10-30,10,2,183,0,0,1,0.7455,High
gangotri,2013-10-30,10,2,183,0,0,1,0.7098,High
kedarnath,2013-10-30,10,2,183,0,0,1,0.6976,High
badrinath,2013-10-30,10,2,183,0,0,1,0.7809,High
yamunotri,2013-10-31,10,3,184,0,0,0,0.2433,Low
gangotri,2013-10-31,10,3,184,0,0,0,0.4614,Medium
kedarnath,2013-10-31,10,3,184,0,0,0,0.487,Medium
badrinath,2013-10-31,10,3,184,0,0,0,0.4597,Medium
yamunotri,2013-11-01,11,4,185,0,0,2,0.5065,Medium
gangotri,2013-11-01,11,4,185,0,0,2,0.5251,Medium
kedarnath,2013-11-01,11,4,185,0,0,2,0.5185,Medium
badrinath,2013-11-01,11,4,185,0,0,2,0.628,Medium
yamunotri,2013-11-02,11,5,186,1,0,2,0.4859,Medium
gangotri,2013-11-02,11,5,186,1,0,2,0.7838,High
kedarnath,2013-11-02,11,5,186,1,0,2,0.5662,Medium
badrinath,2013-11-02,11,5,186,1,0,1,0.7014,High
yamunotri,2013-11-03,11,6,187,1,0,2,0.5144,Medium
gangotri,2013-11-03,11,6,187,1,0,2,0.7041,High
kedarnath,2013-11-03,11,6,187,1,0,2,0.5605,Medium
badrinath,2013-11-03,11,6,187,1,0,1,0.5622,Medium
yamunotri,2013-11-04,11,0,188,0,0,1,0.5104,Medium
gangotri,2013-11-04,11,0,188,0,0,1,0.6041,Medium
kedarnath,2013-11-04,11,0,188,0,0,1,0.6777,High
badrinath,2013-11-04,11,0,188,0,0,1,0.5143,Medium
yamunotri,2013-11-05,11,1,189,0,0,1,0.7959,High
gangotri,2013-11-05,11,1,189,0,0,1,0.5114,Medium
kedarnath,2013-11-05,11,1,189,0,0,1,0.468,Medium
badrinath,2013-11-05,11,1,189,0,0,1,0.7144,High
yamunotri,2014-05-01,5,3,1,0,1,1,0.8278,High
gangotri,2014-05-01,5,3,1,0,1,0,0.7554,High
kedarnath,2014-05-01,5,3,1,0,1,1,0.8198,High
badrinath,2014-05-01,5,3,1,0,1,1,0.9198,Extreme
yamunotri,2014-05-02,5,4,2,0,1,1,1.0,Extreme
gangotri,2014-05-02,5,4,2,0,1,1,1.0,Extreme
kedarnath,2014-05-02,5,4,2,0,1,1,0.7749,High
badrinath,2014-05-02,5,4,2,0,1,1,0.8803,Extreme
yamunotri,2014-05-03,5,5,3,1,1,1,1.0,Extreme
gangotri,2014-05-03,5,5,3,1,1,1,1.0,Extreme
kedarnath,2014-05-03,5,5,3,1,1,1,1.0,Extreme
badrinath,2014-05-03,5,5,3,1,1,2,0.8411,High
yamunotri,2014-05-04,5,6,4,1,1,2,0.8392,High
gangotri,2014-05-04,5,6,4,1,1,2,1.0,Extreme
kedarnath,2014-05-04,5,6,4,1,1,2,0.8818,Extreme
badrinath,2014-05-04,5,6,4,1,1,2,0.8379,High
yamunotri,2014-05-05,5,0,5,0,0,1,0.9325,Extreme
gangotri,2014-05-05,5,0,5,0,0,1,0.8499,High
kedarnath,2014-05-05,5,0,5,0,0,1,0.9533,Extreme
badrinath,2014-05-05,5,0,5,0,0,1,0.9446,Extreme
yamunotri,2014-05-06,5,1,6,0,0,1,0.7127,High
gangotri,2014-05-06,5,1,6,0,0,1,0.8005,High
kedarnath,2014-05-06,5,1,6,0,0,1,0.7192,High
badrinath,2014-05-06,5,1,6,0,0,1,0.9761,Extreme
yamunotri,2014-05-07,5,2,7,0,0,1,0.746,High
gangotri,2014-05-07,5,2,7,0,0,1,0.9205,Extreme
kedarnath,2014-05-07,5,2,7,0,0,1,0.9873,Extreme
badrinath,2014-05-07,5,2,7,0,0,1,0.8902,Extreme
yamunotri,2014-05-08,5,3,8,0,0,1,0.6728,High
gangotri,2014-05-08,5,3,8,0,0,1,0.8174,High
kedarnath,2014-05-08,5,3,8,0,0,1,0.873,Extreme
badrinath,2014-05-08,5,3,8,0,0,1,0.8076,High
yamunotri,2014-05-09,5,4,9,0,0,2,0.8536,Extreme
gangotri,2014-05-09,5,4,9,0,0,2,0.67,High
kedarnath,2014-05-09,5,4,9,0,0,2,0.6707,High
badrinath,2014-05-09,5,4,9,0,0,2,0.7036,High
yamunotri,2014-05-10,5,5,10,1,0,1,1.0,Extreme
gangotri,2014-05-10,5,5,10,1,0,1,1.0,Extreme
kedarnath,2014-05-10,5,5,10,1,0,1,0.8026,High
badrinath,2014-05-10,5,5,10,1,0,1,0.8729,Extreme
yamunotri,2014-05-11,5,6,11,1,0,1,0.8292,High
gangotri,2014-05-11,5,6,11,1,0,1,1.0,Extreme
kedarnath,2014-05-11,5,6,11,1,0,1,1.0,Extreme
badrinath,2014-05-11,5,6,11,1,0,1,1.0,Extreme
yamunotri,2014-05-12,5,0,12,0,0,1,0.7023,High
gangotri,2014-05-12,5,0,12,0,0,1,0.9911,Extreme
kedarnath,2014-05-12,5,0,12,0,0,1,0.8464,High
badrinath,2014-05-12,5,0,12,0,0,1,0.716,High
yamunotri,2014-05-13,5,1,13,0,0,1,0.8467,High
gangotri,2014-05-13,5,1,13,0,0,1,0.6668,High
kedarnath,2014-05-13,5,1,13,0,0,1,0.923,Extreme
badrinath,2014-05-13,5,1,13,0,0,1,0.8839,Extreme
yamunotri,2014-05-14,5,2,14,0,0,2,0.8617,Extreme
gangotri,2014-05-14,5,2,14,0,0,2,0.7927,High
kedarnath,2014-05-14,5,2,14,0,0,2,0.6465,Medium
badrinath,2014-05-14,5,2,14,0,0,2,0.8371,High
yamunotri,2014-05-15,5,3,15,0,0,2,0.8203,High
gangotri,2014-05-15,5,3,15,0,0,2,0.7446,High
kedarnath,2014-05-15,5,3,15,0,0,2,0.7672,High
badrinath,2014-05-15,5,3,15,0,0,2,0.7135,High
yamunotri,2014-05-16,5,4,16,0,0,0,0.5204,Medium
gangotri,2014-05-16,5,4,16,0,0,0,0.5451,Medium
kedarnath,2014-05-16,5,4,16,0,0,0,0.3737,Low
badrinath,2014-05-16,5,4,16,0,0,0,0.3746,Low
yamunotri,2014-05-17,5,5,17,1,0,0,0.7164,High
gangotri,2014-05-17,5,5,17,1,0,0,0.6152,Medium
kedarnath,2014-05-17,5,5,17,1,0,0,0.6855,High
badrinath,2014-05-17,5,5,17,1,0,1,1.0,Extreme
yamunotri,2014-05-18,5,6,18,1,0,1,0.9852,Extreme
gangotri,2014-05-18,5,6,18,1,0,1,1.0,Extreme
kedarnath,2014-05-18,5,6,18,1,0,1,0.7873,High
badrinath,2014-05-18,5,6,18,1,0,1,1.0,Extreme
yamunotri,2014-05-19,5,0,19,0,0,2,0.8876,Extreme
gangotri,2014-05-19,5,0,19,0,0,2,0.8896,Extreme
kedarnath,2014-05-19,5,0,19,0,0,2,0.7037,High
badrinath,2014-05-19,5,0,19,0,0,2,0.94,Extreme
yamunotri,2014-05-20,5,1,20,0,0,1,0.7918,High
gangotri,2014-05-20,5,1,20,0,0,1,0.8563,Extreme
kedarnath,2014-05-20,5,1,20,0,0,1,0.9165,Extreme
badrinath,2014-05-20,5,1,20,0,0,1,0.9781,Extreme
yamunotri,2014-05-21,5,2,21,0,0,0,0.3726,Low
gangotri,2014-05-21,5,2,21,0,0,0,0.428,Medium
kedarnath,2014-05-21,5,2,21,0,0,0,0.5753,Medium
badrinath,2014-05-21,5,2,21,0,0,0,0.4139,Medium
yamunotri,2014-05-22,5,3,22,0,0,1,0.9089,Extreme
gangotri,2014-05-22,5,3,22,0,0,1,0.8877,Extreme
kedarnath,2014-05-22,5,3,22,0,0,1,0.9539,Extreme
badrinath,2014-05-22,5,3,22,0,0,1,0.7765,High
yamunotri,2014-05-23,5,4,23,0,1,1,0.958,Extreme
gangotri,2014-05-23,5,4,23,0,1,1,0.8352,High
kedarnath,2014-05-23,5,4,23,0,1,1,1.0,Extreme
badrinath,2014-05-23,5,4,23,0,1,1,0.9205,Extreme
yamunotri,2014-05-24,5,5,24,1,1,1,1.0,Extreme
gangotri,2014-05-24,5,5,24,1,1,1,1.0,Extreme
kedarnath,2014-05-24,5,5,24,1,1,1,0.9492,Extreme
badrinath,2014-05-24,5,5,24,1,1,1,1.0,Extreme
yamunotri,2014-05-25,5,6,25,1,0,2,0.9972,Extreme
gangotri,2014-05-25,5,6,25,1,0,2,0.9038,Extreme
kedarnath,2014-05-25,5,6,25,1,0,2,0.9127,Extreme
badrinath,2014-05-25,5,6,25,1,0,2,1.0,Extreme
yamunotri,2014-05-26,5,0,26,0,0,0,0.532,Medium
gangotri,2014-05-26,5,0,26,0,0,0,0.5727,Medium
kedarnath,2014-05-26,5,0,26,0,0,0,0.467,Medium
badrinath,2014-05-26,5,0,26,0,0,0,0.4863,Medium
yamunotri,2014-05-27,5,1,27,0,0,1,0.9489,Extreme
gangotri,2014-05-27,5,1,27,0,0,1,0.7139,High
kedarnath,2014-05-27,5,1,27,0,0,1,0.8178,High
badrinath,2014-05-27,5,1,27,0,0,1,0.9127,Extreme
yamunotri,2014-05-28,5,2,28,0,0,1,0.6693,High
gangotri,2014-05-28,5,2,28,0,0,1,0.8853,Extreme
kedarnath,2014-05-28,5,2,28,0,0,1,0.8418,High
badrinath,2014-05-28,5,2,28,0,0,1,0.6835,High
yamunotri,2014-05-29,5,3,29,0,0,1,0.8348,High
gangotri,2014-05-29,5,3,29,0,0,1,0.7848,High
kedarnath,2014-05-29,5,3,29,0,0,1,0.8305,High
badrinath,2014-05-29,5,3,29,0,0,1,0.9286,Extreme
yamunotri,2014-05-30,5,4,30,0,0,0,0.5166,Medium
gangotri,2014-05-30,5,4,30,0,0,0,0.6408,Medium
kedarnath,2014-05-30,5,4,30,0,0,0,0.6554,High
badrinath,2014-05-30,5,4,30,0,0,0,0.6941,High
yamunotri,2014-05-31,5,5,31,1,0,1,0.9308,Extreme
gangotri,2014-05-31,5,5,31,1,0,1,0.9149,Extreme
kedarnath,2014-05-31,5,5,31,1,0,1,0.7554,High
badrinath,2014-05-31,5,5,31,1,0,1,0.818,High
yamunotri,2014-06-01,6,6,32,1,0,1,0.9644,Extreme
gangotri,2014-06-01,6,6,32,1,0,1,1.0,Extreme
kedarnath,2014-06-01,6,6,32,1,0,1,0.9691,Extreme
badrinath,2014-06-01,6,6,32,1,0,1,0.7811,High
yamunotri,2014-06-02,6,0,33,0,0,2,0.6701,High
gangotri,2014-06-02,6,0,33,0,0,2,0.8357,High
kedarnath,2014-06-02,6,0,33,0,0,2,0.8258,High
badrinath,2014-06-02,6,0,33,0,0,2,0.8904,Extreme
yamunotri,2014-06-03,6,1,34,0,0,0,0.5841,Medium
gangotri,2014-06-03,6,1,34,0,0,0,0.4294,Medium
kedarnath,2014-06-03,6,1,34,0,0,0,0.4664,Medium
badrinath,2014-06-03,6,1,34,0,0,0,0.5413,Medium
yamunotri,2014-06-04,6,2,35,0,0,1,0.7587,High
gangotri,2014-06-04,6,2,35,0,0,0,0.4403,Medium
kedarnath,2014-06-04,6,2,35,0,0,0,0.6634,High
badrinath,2014-06-04,6,2,35,0,0,0,0.3663,Low
yamunotri,2014-06-05,6,3,36,0,0,1,0.6924,High
gangotri,2014-06-05,6,3,36,0,0,1,0.8427,High
kedarnath,2014-06-05,6,3,36,0,0,1,0.8984,Extreme
badrinath,2014-06-05,6,3,36,0,0,1,0.7745,High
yamunotri,2014-06-06,6,4,37,0,0,1,0.6979,High
gangotri,2014-06-06,6,4,37,0,0,1,0.9913,Extreme
kedarnath,2014-06-06,6,4,37,0,0,1,0.8686,Extreme
badrinath,2014-06-06,6,4,37,0,0,1,0.6953,High
yamunotri,2014-06-07,6,5,38,1,0,1,0.9073,Extreme
gangotri,2014-06-07,6,5,38,1,0,1,1.0,Extreme
kedarnath,2014-06-07,6,5,38,1,0,1,1.0,Extreme
badrinath,2014-06-07,6,5,38,1,0,1,0.9791,Extreme
yamunotri,2014-06-08,6,6,39,1,0,2,0.9998,Extreme
gangotri,2014-06-08,6,6,39,1,0,2,0.905,Extreme
kedarnath,2014-06-08,6,6,39,1,0,1,0.8908,Extreme
badrinath,2014-06-08,6,6,39,1,0,2,0.9862,Extreme
yamunotri,2014-06-09,6,0,40,0,0,1,0.9268,Extreme
gangotri,2014-06-09,6,0,40,0,0,2,0.6825,High
kedarnath,2014-06-09,6,0,40,0,0,2,0.8764,Extreme
badrinath,2014-06-09,6,0,40,0,0,2,0.765,High
yamunotri,2014-06-10,6,1,41,0,0,0,0.4003,Medium
gangotri,2014-06-10,6,1,41,0,0,0,0.4475,Medium
kedarnath,2014-06-10,6,1,41,0,0,0,0.4165,Medium
badrinath,2014-06-10,6,1,41,0,0,0,0.4124,Medium
yamunotri,2014-06-11,6,2,42,0,0,1,0.6512,High
gangotri,2014-06-11,6,2,42,0,0,1,0.7425,High
kedarnath,2014-06-11,6,2,42,0,0,2,0.849,High
badrinath,2014-06-11,6,2,42,0,0,1,0.6629,High
yamunotri,2014-06-12,6,3,43,0,0,2,0.6811,High
gangotri,2014-06-12,6,3,43,0,0,2,0.8982,Extreme
kedarnath,2014-06-12,6,3,43,0,0,2,0.6849,High
badrinath,2014-06-12,6,3,43,0,0,2,0.942,Extreme
yamunotri,2014-06-13,6,4,44,0,0,1,0.9602,Extreme
gangotri,2014-06-13,6,4,44,0,0,1,0.9735,Extreme
kedarnath,2014-06-13,6,4,44,0,0,1,0.9774,Extreme
badrinath,2014-06-13,6,4,44,0,0,1,0.9899,Extreme
yamunotri,2014-06-14,6,5,45,1,0,1,0.8883,Extreme
gangotri,2014-06-14,6,5,45,1,0,1,0.7714,High
kedarnath,2014-06-14,6,5,45,1,0,1,0.7415,High
badrinath,2014-06-14,6,5,45,1,0,1,0.8016,High
yamunotri,2014-06-15,6,6,46,1,0,1,1.0,Extreme
gangotri,2014-06-15,6,6,46,1,0,1,0.7784,High
kedarnath,2014-06-15,6,6,46,1,0,1,0.91,Extreme
badrinath,2014-06-15,6,6,46,1,0,1,0.9486,Extreme
yamunotri,2014-06-16,6,0,47,0,1,1,0.9187,Extreme
gangotri,2014-06-16,6,0,47,0,1,1,0.9172,Extreme
